TRAWL,WATERWAY,DATE,MONTH,YEAR,SEASON,RAINFALL 48,Organic mass (g),Microplastic mass (g),TOTALMASS,PC.Microplastics,CATEGORY,SUBCATEGORY,MICROPLASTIC,COUNT
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Soft Plastics,Soft Plastics <5mm,Microplastics,
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics, 
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Soft Plastics,Lolly Wrappers,Not considered microplastics,6
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Soft Plastics,Cellophane,Microplastics,
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Soft Plastics,Cellophane,Not considered microplastics,10
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Other,Sponge,Not considered microplastics,2
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Other,Twine,Not considered microplastics,0
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Other,Cigarette butts,Not considered microplastics,8
13,Maribyrnong,28/1/2016,Jan,2016,Summer,0,,34.8,,,Other,Other,Not considered microplastics,1
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,17
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,1
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,10
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Nurdles,Nurdles,Microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Polystyrene,Polystyrene <4mm,Microplastics,6
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Polystyrene,Polystyrene 4+mm,Not considered microplastics,1
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Plastic Straws,Plastic Straws,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Soft Plastics,Soft Plastics <5mm,Microplastics,
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Soft Plastics,Cellophane,Microplastics,
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Soft Plastics,Cellophane,Not considered microplastics,2
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Other,Sponge,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Other,Twine,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Other,Cigarette butts,Not considered microplastics,0
13,Yarra,28/1/2016,Jan,2016,Summer,1.6,,0.115,,,Other,Other,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,41
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,15
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Nurdles,Nurdles,Microplastics,4
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Polystyrene,Polystyrene <4mm,Microplastics,19
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Polystyrene,Polystyrene 4+mm,Not considered microplastics,1
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,1
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Plastic Straws,Plastic Straws,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Soft Plastics,Soft Plastics <5mm,Microplastics,
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,7
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Soft Plastics,Lolly Wrappers,Not considered microplastics,1
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Soft Plastics,Cellophane,Microplastics,
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Soft Plastics,Cellophane,Not considered microplastics,4
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Other,Sponge,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Other,Twine,Not considered microplastics,0
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Other,Cigarette butts,Not considered microplastics,1
14,Maribyrnong,24/2/2016,Feb,2016,Summer,0,12.803,2.019,14.822,0.136216435,Other,Other,Not considered microplastics,1
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,116
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,4
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,1
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Nurdles,Nurdles,Microplastics,4
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Polystyrene,Polystyrene <4mm,Microplastics,36
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Polystyrene,Polystyrene 4+mm,Not considered microplastics,14
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Plastic Straws,Plastic Straws,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Soft Plastics,Soft Plastics <5mm,Microplastics,
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,4
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Soft Plastics,Lolly Wrappers,Not considered microplastics,1
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Soft Plastics,Cellophane,Microplastics,
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Soft Plastics,Cellophane,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Other,Sponge,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Other,Twine,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Other,Cigarette butts,Not considered microplastics,0
14,Yarra,24/2/2016,Feb,2016,Summer,0,4.752,1.797,6.549,0.274393037,Other,Other,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,36
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,6
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,2
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Nurdles,Nurdles,Microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Polystyrene,Polystyrene <4mm,Microplastics,2
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Polystyrene,Polystyrene 4+mm,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Plastic Straws,Plastic Straws,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Soft Plastics,Soft Plastics <5mm,Microplastics,
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,6
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Soft Plastics,Cellophane,Microplastics,
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Soft Plastics,Cellophane,Not considered microplastics,1
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Other,Sponge,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Other,Twine,Not considered microplastics,1
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Other,Cigarette butts,Not considered microplastics,0
15,Maribyrnong,23/3/2016,Mar,2016,Autumn,0,,,,,Other,Other,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,87
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,5
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,1
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Nurdles,Nurdles,Microplastics,4
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Polystyrene,Polystyrene <4mm,Microplastics,6
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Polystyrene,Polystyrene 4+mm,Not considered microplastics,2
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Plastic Straws,Plastic Straws,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Soft Plastics,Soft Plastics <5mm,Microplastics,
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,3
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Soft Plastics,Cellophane,Microplastics,
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Soft Plastics,Cellophane,Not considered microplastics,2
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Other,Sponge,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Other,Twine,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Other,Cigarette butts,Not considered microplastics,0
15,Yarra,23/3/2016,Mar,2016,Autumn,0,0.393,0.325,0.718,0.45264624,Other,Other,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,36
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,4
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Nurdles,Nurdles,Microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Polystyrene,Polystyrene <4mm,Microplastics,1
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Polystyrene,Polystyrene 4+mm,Not considered microplastics,1
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Plastic Straws,Plastic Straws,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Soft Plastics,Soft Plastics <5mm,Microplastics,
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Soft Plastics,Cellophane,Microplastics,
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Soft Plastics,Cellophane,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Other,Sponge,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Other,Twine,Not considered microplastics,1
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Other,Cigarette butts,Not considered microplastics,0
16,Maribyrnong,27/4/2016,Apr,2016,Autumn,0,,,,,Other,Other,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,100
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,5
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,3
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Nurdles,Nurdles,Microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Polystyrene,Polystyrene <4mm,Microplastics,9
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Polystyrene,Polystyrene 4+mm,Not considered microplastics,5
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Plastic Straws,Plastic Straws,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Soft Plastics,Soft Plastics <5mm,Microplastics,
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,1
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Soft Plastics,Cellophane,Microplastics,
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Soft Plastics,Cellophane,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Other,Sponge,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Other,Twine,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Other,Cigarette butts,Not considered microplastics,0
16,Yarra,27/4/2016,Apr,2016,Autumn,0,,0.2,0.2,,Other,Other,Not considered microplastics,1
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,3
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,10
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,5
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,2
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Nurdles,Nurdles,Microplastics,14
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Polystyrene,Polystyrene <4mm,Microplastics,5
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Polystyrene,Polystyrene 4+mm,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,3
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Plastic Straws,Plastic Straws,Not considered microplastics,1
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Soft Plastics,Soft Plastics <5mm,Microplastics,
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,4
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Soft Plastics,Cellophane,Microplastics,
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Soft Plastics,Cellophane,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Other,Sponge,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Other,Twine,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Other,Cigarette butts,Not considered microplastics,0
17,Maribyrnong,20/5/2016,May,2016,Autumn,0,25.7,0.093023256,25.79302326,0.003606528,Other,Other,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,20
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,16
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,3
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,1
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Nurdles,Nurdles,Microplastics,7
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Polystyrene,Polystyrene <4mm,Microplastics,27
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Polystyrene,Polystyrene 4+mm,Not considered microplastics,8
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Plastic Straws,Plastic Straws,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Soft Plastics,Soft Plastics <5mm,Microplastics,
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,12
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Soft Plastics,Lolly Wrappers,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Soft Plastics,Cellophane,Microplastics,
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Soft Plastics,Cellophane,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Other,Sponge,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Other,Twine,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Other,Cigarette butts,Not considered microplastics,0
17,Yarra,20/5/2016,May,2016,Autumn,0,2.718,0.14,2.858,0.048985304,Other,Other,Not considered microplastics,0
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,51
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,21
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,10
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,7
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Nurdles,Nurdles,Microplastics,34
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Polystyrene,Polystyrene <4mm,Microplastics,13
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Polystyrene,Polystyrene 4+mm,Not considered microplastics,9
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,2
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Plastic Straws,Plastic Straws,Not considered microplastics,1
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Soft Plastics,Soft Plastics <5mm,Microplastics,
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,7
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Soft Plastics,Lolly Wrappers,Not considered microplastics,4
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Soft Plastics,Cellophane,Microplastics,
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Soft Plastics,Cellophane,Not considered microplastics,2
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Other,Sponge,Not considered microplastics,3
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Other,Twine,Not considered microplastics,1
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Other,Cigarette butts,Not considered microplastics,11
18,Maribyrnong,5/7/2016,Jul,2016,Winter,0,94,14.425,108.425,0.133041273,Other,Other,Not considered microplastics,0
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Hard plastic fragments,Hard plastic fragments <2mm,Microplastics,83
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Hard plastic fragments,Hard plastic fragments 2-5mm,Microplastics,24
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Hard plastic fragments,Hard plastic fragments 6-10mm,Not considered microplastics,19
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Hard plastic fragments,Hard plastic fragments 10+mm,Not considered microplastics,0
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Nurdles,Nurdles,Microplastics,5
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Polystyrene,Polystyrene <4mm,Microplastics,111
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Polystyrene,Polystyrene 4+mm,Not considered microplastics,18
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Plastic Bottle Caps,Plastic Bottle Caps,Not considered microplastics,0
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Plastic Straws,Plastic Straws,Not considered microplastics,0
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Soft Plastics,Soft Plastics <5mm,Microplastics,
18,Yarra,5/7/2016,Jul,2016,Winter,0,20.26,2.489,22.749,0.109411403,Soft Plastics,Soft Plastics 5+mm,Not considered microplastics,3
